district,male_mean_age_4,male_mean_education_4,male_pct_no_education_4,male_pct_higher_education_4,male_literacy_rate_4,male_urban_share_4,male_mean_wealth_index_4,male_mean_hh_size_4,male_pct_married_4,male_pct_has_mobile_4,male_pct_has_bank_account_4,male_mean_digital_access_4,n_men_4,female_mean_age_4,female_mean_education_4,female_pct_no_education_4,female_literacy_rate_4,female_urban_share_4,female_mean_wealth_index_4,female_mean_hh_size_4,female_mean_children_u5_4,female_pct_married_4,female_pct_breastfeeding_4,female_pct_has_mobile_4,female_mean_digital_access_4,n_women_4,digital_gender_gap_mobile_4,digital_gender_gap_score_4,mean_education_4,mean_age_4,urban_share_4,mean_hh_size_4,mean_wealth_index_4,n_total_4,education_gender_gap_4,literacy_gender_gap_4,state,digital_gender_gap_5,f_mean_age_5,f_mean_education_5,f_mean_yrs_edu_5,f_pct_literate_5,f_mean_wealth_idx_5,f_mean_wealth_scr_5,f_pct_urban_5,f_pct_rural_5,f_mean_hh_size_5,f_pct_married_5,f_pct_never_married_5,f_pct_divorced_5,f_pct_has_mobile_5,f_pct_mobile_fin_5,f_mean_bf_dur_5,f_mean_bf_months_5,f_pct_ever_breastfed_5,f_pct_early_bf_5,f_n_respondents_5,m_mean_age_5,m_mean_yrs_edu_5,m_pct_no_edu_5,m_literacy_rate_5,m_urban_share_5,m_mean_wealth_idx_5,m_mean_hh_size_5,m_pct_married_5,m_pct_in_union_5,m_pct_live_partner_5,m_pct_owns_mobile_5,m_pct_has_bank_account_5,m_pct_currently_working_5,m_pct_dv_goes_out_5,m_pct_dv_neglect_5,m_pct_dv_argues_5,m_pct_dv_sex_5,m_pct_dv_food_5,m_pct_dv_unfaith_5,m_pct_dv_disresp_5,m_pct_any_dv_5,m_pct_owns_house_5,m_pct_owns_land_5,m_pct_smokes_cigarettes_5,m_pct_smokes_bidis_5,m_pct_uses_tobacco_5,m_pct_drinks_alcohol_5,m_pct_drinks_freq_5,m_pct_father_beat_5,m_pct_wife_emp_5,m_n_respondents_5
gondiya,34.795589,10.134995,4.4019203,49.118839,173.36433,18.124208,231402.5851,4.9349003,66.850563,87.291931,91.568352,1.8971453,174.9091924,30.98033,8.6681585,9.1646528,163.49583,16.255804,-8303.325352,5.1843562,0.46407381,74.265106,12.509632,28.325787,0.74182421,688.8745385,58.966145,1.1553211,8.9651814,31.752888,17.190006,5.0596285,40235.176,863.78375,1.4668369,9.8684998,maharashtra,43.201916,31.963902,1.9036738,9.318449,93.563408,2.916054,89573.35004,15.373741,84.626259,4.745419,73.76561,22.229084,4.005302,44.090015,16.095854,56.973915,18.9776,48.000095,59.666054,714.3665022,34.795589,10.134995,4.4019203,91.726753,18.124208,231402.58,4.9349003,66.850563,66.850563,100.0,87.291931,91.568352,80.418312,11.413311,13.052978,8.096384,5.1416092,16.452248,15.93342,32.547398,46.557266,45.598076,27.718323,0.47719792,3.5451572,29.239431,28.431412,14.443991,41.879841,31.834455,174.9091924
gadchiroli,32.755596,9.9409161,4.5653939,60.157108,166.67372,8.9690943,-51053.79794,4.3897099,61.264427,89.090294,90.65535,2.0420716,142.7323893,30.393618,7.044076,21.700249,139.10992,12.641793,-21159.50597,4.7200236,0.37724057,70.995193,11.225896,34.293556,0.75448793,570.1973423,54.796738,1.2875836,7.6240392,30.866499,10.805444,4.5548668,-27144.506,712.92975,2.8968401,27.563797,maharashtra,64.508034,31.234295,1.620634,7.7280526,80.675278,2.6147394,-135742.3826,9.6416063,90.358391,4.4399681,73.406631,20.386665,6.2067032,24.582262,41.853447,57.39278,21.753832,49.02813,69.62336,572.4152411,32.755596,9.9409161,4.5653939,88.920082,8.9690943,-51053.797,4.3897099,61.264427,61.264427,98.85611,89.090294,90.65535,82.977615,13.208346,27.169254,20.11548,3.8139768,25.754536,29.422211,48.84034,54.48864,38.313519,25.746119,0.0,0.67271835,16.733952,38.663567,26.654737,53.154469,57.762695,142.7323893
chandrapur,33.784245,9.4187326,9.7675028,58.966618,172.84663,36.272293,412831.9076,4.4432936,60.209549,90.907753,83.38028,2.1198854,344.8500321,30.977098,8.3729029,15.504387,157.55966,36.577206,33301.11329,5.0341415,0.45756802,73.676247,13.004544,41.448631,0.85377073,1222.484607,49.459122,1.2661147,8.6030102,31.594736,36.424751,4.7387176,116806.7,1567.3346,1.0458298,15.286972,maharashtra,45.974373,31.68306,1.8903112,9.2978687,88.721016,3.4575665,454592.8238,37.308224,62.691776,4.6852641,72.293602,23.354156,4.3522434,44.93338,31.45253,56.027752,17.801702,48.2174,63.123341,1295.480871,33.784245,9.4187326,9.7675028,92.613503,36.272293,412831.91,4.4432936,60.209549,60.209549,99.108604,90.907753,83.38028,76.768013,6.2332954,10.486264,11.553193,6.846416,8.2124796,12.837431,19.298086,26.10318,40.994358,24.292316,3.7429004,0.61990947,12.073236,18.522469,10.78919,31.549465,20.361677,344.8500321
yavatmal,33.221111,9.0210524,8.8532171,50.412666,157.75591,21.054251,177498.7526,4.7157764,61.091774,90.099007,83.588242,1.6332477,428.8681667,29.941723,7.4453211,17.468037,146.45555,21.20627,4325.005193,5.5128388,0.48279849,71.361748,13.251102,28.566292,0.85289222,1708.114026,61.532715,0.78035551,7.7615523,30.599859,21.13026,5.1143074,39079.02,2136.9822,1.5757313,11.300354,maharashtra,57.722111,31.622561,1.7349582,8.0647068,87.297081,3.0200722,147439.023,20.368893,79.631111,4.8769383,73.513618,20.643456,5.842927,32.376896,40.004593,51.263596,16.846771,55.496185,57.586815,1627.217478,33.221111,9.0210524,8.8532171,83.071899,21.054251,177498.75,4.7157764,61.091774,61.091774,100.0,90.099007,83.588242,82.26902,13.194402,23.242603,28.78101,7.1344161,11.83745,28.955439,51.306744,65.077072,43.631638,32.222,0.4957535,0.0,28.875553,18.748941,10.575273,42.529751,47.155415,428.8681667
nanded,31.714645,9.1526327,8.5364246,55.528538,154.40941,30.078251,207473.4551,5.1909823,61.125648,92.282448,80.675446,1.6927311,430.8450645,28.971895,6.7266827,20.534958,144.4856,28.617224,4995.3609,6.7517219,0.79208767,78.371208,18.175846,20.055187,0.76602972,1861.96488,72.227264,0.92670143,7.1825461,29.487289,29.347736,5.9713521,43043.297,2292.8101,2.4259501,9.9238129,maharashtra,57.634663,30.727852,1.5040246,6.87184,76.865273,2.9358563,111385.576,31.152735,68.847267,5.4574261,74.157028,18.73707,7.1058979,34.647785,27.957001,63.258686,18.491913,38.743744,54.072857,1776.090639,31.714645,9.1526327,8.5364246,84.821312,30.078251,207473.45,5.1909823,61.125648,61.125648,98.955933,92.282448,80.675446,81.904182,6.5358458,11.205773,14.350818,5.0978069,8.9655876,19.525053,37.111111,47.80732,38.6222,23.255135,2.1478951,1.1603421,24.03727,17.490999,10.469652,35.063152,26.453205,430.8450645
hingoli,31.877417,8.9752684,7.4492259,53.087521,161.50299,17.723877,144134.4175,5.7045212,67.885277,91.163895,94.681656,1.5728233,151.9856383,29.70948,6.2003155,24.537371,130.22028,13.786456,-734.4934355,6.5583763,0.69930822,79.146637,15.163965,16.916929,0.7425977,587.0553437,74.246964,0.83022559,6.7709913,30.155321,15.755167,6.1314487,29058.162,739.04095,2.7749529,31.282715,maharashtra,69.369453,30.708851,1.5703727,7.1601348,79.857597,2.9380145,120056.5423,16.895452,83.104546,6.0809994,76.315399,18.092087,5.5925159,21.794439,30.118101,56.783985,17.331932,48.001389,56.903831,710.3724433,31.877417,8.9752684,7.4492259,89.751366,17.723877,144134.42,5.7045212,67.885277,67.885277,100.0,91.163895,94.681656,75.585976,15.802312,22.245258,26.20997,3.7882187,18.200592,13.947911,43.800415,50.315929,37.770985,25.598753,1.8919131,1.236784,4.2392163,15.65398,10.954561,34.118805,18.101173,151.9856383
parbhani,30.678919,8.846694,4.7696524,59.68578,154.94649,36.287586,34876.48182,6.240355,63.808704,91.675026,77.019104,1.7264327,278.2172507,29.578192,6.1081443,25.567806,139.59535,31.362942,6438.07823,6.6942501,0.76106662,76.784912,15.261671,16.501448,0.73734105,1028.851362,75.173576,0.98909163,6.6910605,29.812489,33.825264,6.4673023,12491.36,1307.0686,2.7385497,15.351135,maharashtra,59.281906,29.748329,1.4991504,6.7917871,78.600517,2.8921835,88051.43824,33.32016,66.679832,6.434576,80.794128,14.676054,4.5298209,32.39312,27.528879,64.870857,21.489202,37.903309,52.060097,980.114569,30.678919,8.846694,4.7696524,86.192451,36.287586,34876.48,6.240355,63.808704,63.808704,99.233673,91.675026,77.019104,86.993828,10.296442,15.856446,15.246506,4.6045771,7.6016865,15.078545,40.496887,55.458157,34.720863,30.931749,4.461514,2.6890209,24.324472,18.072254,10.602758,31.7481,26.690351,278.2172507
jalna,30.981091,9.0546532,7.3811121,57.283203,155.29849,19.331223,-18997.61099,5.7384357,69.798576,95.066101,76.424355,1.5735708,289.2534461,29.358841,5.8792558,25.831949,134.54282,19.913982,-6700.966619,6.2268844,0.72451001,80.429543,17.845554,24.620392,0.77411127,1042.344796,70.445709,0.79945958,6.5690246,29.711231,19.622602,5.9826603,-9372.0781,1331.5983,3.1753974,20.755676,maharashtra,51.529827,30.295341,1.5043895,6.91782,78.820282,2.8394916,33617.35032,22.769905,77.230095,5.8522015,80.008995,14.696914,5.2940893,43.536274,15.495435,57.095589,19.906414,47.75386,69.178391,1172.194899,30.981091,9.0546532,7.3811121,81.798103,19.331223,-18997.611,5.7384357,69.798576,69.798576,99.150452,95.066101,76.424355,78.43911,30.555159,39.15374,35.728577,16.939716,28.090645,18.084846,47.595001,58.641731,48.254631,47.114376,1.6815444,6.2951198,20.161688,13.164549,6.6981063,32.50985,26.781469,289.2534461
aurangabad,32.190742,9.8746185,5.1774707,53.696613,164.86008,48.294781,458440.0726,5.7442636,66.259254,94.840149,90.240196,1.7338619,509.4757322,29.691309,7.5673347,18.769358,154.06595,50.828789,49825.55017,5.8262053,0.61799353,79.555252,11.486746,40.896637,0.96874124,2159.393914,53.943512,0.76512069,8.0077848,30.16844,49.561783,5.7852345,127828.3,2668.8696,2.3072839,10.794128,bihar,46.791306,28.972689,1.3568966,6.5182171,67.822281,2.3741493,-298190.7121,12.848441,87.151558,6.1651726,70.867119,26.578135,2.5547457,43.255043,11.999635,70.640099,20.130295,30.796295,37.832737,1331.256843,28.575186,8.984622,11.217188,84.948372,17.312563,-124969.91,6.3482924,54.009087,54.009087,95.689995,90.046349,82.9254,57.154465,7.8159809,7.1920552,10.264054,4.4155111,4.0498195,16.192066,12.230776,22.232107,45.199986,36.042782,1.628569,0.57214332,37.755535,22.218491,5.0638089,15.46423,4.8126283,262.5115162
aurangabad,32.190742,9.8746185,5.1774707,53.696613,164.86008,48.294781,458440.0726,5.7442636,66.259254,94.840149,90.240196,1.7338619,509.4757322,29.691309,7.5673347,18.769358,154.06595,50.828789,49825.55017,5.8262053,0.61799353,79.555252,11.486746,40.896637,0.96874124,2159.393914,53.943512,0.76512069,8.0077848,30.16844,49.561783,5.7852345,127828.3,2668.8696,2.3072839,10.794128,maharashtra,53.683716,29.909092,1.7749487,8.3946629,87.462685,3.4993887,486692.973,47.621666,52.378334,6.0410595,78.78846,17.751696,3.4598477,41.156433,38.810219,52.286942,19.096771,52.62307,39.827465,2144.644492,32.190742,9.8746185,5.1774707,87.519295,48.294781,458440.06,5.7442636,66.259254,66.259254,100.0,94.840149,90.240196,79.143745,10.899407,21.115316,14.94601,7.6885686,10.405386,10.950009,27.016068,37.72607,24.500885,14.360535,3.1309319,4.4487705,13.026791,19.889853,7.3787146,22.384972,18.143017,509.4757322
nashik,31.066137,10.221265,7.0356073,51.811306,165.37625,40.827538,355216.2272,5.3142223,57.48505,88.217934,76.745865,1.5617405,806.6829145,29.275883,8.1352873,11.595968,162.84041,54.43988,43807.91995,6.7161474,0.70572758,73.342644,14.836706,49.549862,0.97619092,4596.750816,38.668072,0.58554959,8.4467049,29.543152,47.633709,6.0151849,90298.313,5403.4336,2.0859776,2.5358429,maharashtra,31.900139,30.802919,1.7662175,8.2556381,87.72049,3.1598041,247175.5183,40.111118,59.888882,6.1693664,77.025475,17.603428,5.3710985,56.317795,26.49259,58.559258,17.919666,45.034573,49.54393,3571.509987,31.066137,10.221265,7.0356073,85.253761,40.827538,355216.22,5.3142223,57.48505,57.48505,95.5429,88.217934,76.745865,80.055771,10.574316,23.153362,23.271629,7.5373421,10.581126,20.426771,40.335583,57.381393,23.510134,10.531048,3.1222048,3.0976489,18.484077,19.701797,10.02714,24.761837,30.751396,806.6829145
mumbai suburban,32.838924,11.385629,2.6429231,50.149952,181.80748,100.0,1027296.056,4.5418763,57.903774,99.0793,92.256142,2.3651328,1373.108185,30.207788,8.2790146,13.612177,168.93346,100.0,60726.76743,5.2075143,0.42930406,67.257591,9.1604395,57.571476,1.0572357,6288.435084,41.507824,1.3078971,8.8357849,30.679342,100.0,4.8746953,233956.13,7661.5435,3.1066141,12.874023,maharashtra,14.851387,31.915775,2.1326499,10.535807,92.285065,4.2548523,1049352.048,100.0,0.0,4.9134731,68.039284,28.711405,3.24931,84.227913,42.484779,60.346596,21.381029,41.659184,52.419617,5473.883192,32.838924,11.385629,2.6429231,92.555428,100.0,1027296.1,4.5418763,57.903774,57.903774,91.283157,99.0793,92.256142,80.079224,10.210598,6.4641328,3.2839887,0.92070031,5.8709388,13.771529,25.784374,31.969124,21.733738,0.0,8.9244833,3.4882751,13.403911,23.168547,14.367474,9.8848906,21.771294,1373.108185
mumbai,32.717869,11.193064,4.4282303,55.222149,183.82169,100.0,926770.6833,4.6698723,59.606068,99.224136,94.241135,2.4967425,489.0426531,30.385368,9.5701513,6.1835284,177.34525,100.0,91034.91199,5.4802127,0.41906253,61.969875,9.3388748,71.580864,1.1405977,2037.959756,27.643272,1.3561448,9.8842287,30.836769,100.0,5.0750427,252772.17,2527.0024,1.6229124,6.4764404,maharashtra,22.873283,32.136333,2.2535853,11.301072,95.929291,4.4379959,1222114.075,100.0,0.0,4.6688046,67.751457,29.56856,2.6799853,76.350853,37.865459,55.480282,17.614887,50.482624,48.462307,1899.987612,32.717869,11.193064,4.4282303,96.33268,100.0,926770.69,4.6698723,59.606068,59.606068,98.30661,99.224136,94.241135,83.328148,1.2404536,1.551728,1.551728,0.0,0.0,1.551728,6.0646067,8.080924,55.742085,9.0961609,9.2081337,0.0,15.358043,30.664925,19.887703,11.82058,21.893839,489.0426531
raigarh,32.756191,9.8407421,4.5926476,63.770367,180.37375,48.403515,662295.0776,5.1232486,56.096375,96.295776,89.484024,1.7083789,424.0354595,30.532103,9.1168556,12.671098,165.63087,54.207714,77088.92158,5.230866,0.41757619,75.834915,11.123631,60.064877,1.0108707,1979.666931,36.2309,0.69750822,9.2445555,30.924452,51.305614,5.1770573,180324.73,2403.7024,0.72388649,14.742874,chhattisgarh,48.769161,29.974236,1.621649,7.7496252,82.45697,2.5134923,-203236.5316,7.9508386,92.049164,5.2550945,64.527222,30.441681,5.0311012,38.196293,17.410385,81.133385,22.966413,17.108759,33.897053,1785.455509,32.184666,8.063302,10.474347,77.742599,5.9598508,-397591.34,5.119555,62.885727,62.885727,100.0,86.965454,83.816811,87.024498,4.7818017,7.5296202,20.765425,3.5524476,5.770812,15.818456,27.292263,34.883396,50.368382,51.034428,3.3167958,8.7920513,23.737267,46.022049,27.597309,9.9282713,30.682808,123.0818914
raigarh,32.756191,9.8407421,4.5926476,63.770367,180.37375,48.403515,662295.0776,5.1232486,56.096375,96.295776,89.484024,1.7083789,424.0354595,30.532103,9.1168556,12.671098,165.63087,54.207714,77088.92158,5.230866,0.41757619,75.834915,11.123631,60.064877,1.0108707,1979.666931,36.2309,0.69750822,9.2445555,30.924452,51.305614,5.1770573,180324.73,2403.7024,0.72388649,14.742874,maharashtra,38.604454,31.970459,1.7065037,8.097909,82.257805,3.581826,564058.8166,38.349686,61.650311,4.7604408,73.485619,21.527122,4.987258,57.691322,17.209759,54.397892,18.65589,49.859161,55.542065,1694.551198,32.756191,9.8407421,4.5926476,94.117973,48.403515,662295.06,5.1232486,56.096375,56.096375,97.969521,96.295776,89.484024,80.107552,4.3285565,10.548931,7.4005761,4.9420457,4.4838758,9.805047,14.815386,21.752247,41.49334,12.618251,0.4575226,1.2653465,10.105657,12.188059,6.9712648,12.428154,22.05196,424.0354595
pune,31.025867,10.695435,1.4839983,59.940815,178.26274,63.703136,864311.4696,4.8411536,59.29982,97.752365,91.519638,1.9621397,1885.658255,31.260592,9.5089111,9.846343,170.13535,64.550262,92806.67058,5.065012,0.44605193,73.433167,10.749318,67.852173,1.2298288,5336.925024,29.900192,0.73231089,9.8186865,31.19931,64.126701,4.953083,294229.66,7222.5835,1.1865234,8.1273956,maharashtra,25.694878,30.560307,2.0649049,10.150346,91.299232,4.0618095,905823.8874,63.614834,36.385162,4.880712,72.862473,21.096432,6.04109,72.057487,28.155283,56.457455,22.897987,47.939945,58.507992,7448.618067,31.025867,10.695435,1.4839983,92.374962,63.703136,864311.5,4.8411536,59.29982,59.29982,96.742584,97.752365,91.519638,81.104218,3.9251368,7.8752966,7.0321321,3.2537692,5.3754849,11.238868,13.133128,23.610376,21.130898,19.645002,6.9020519,3.017879,13.585604,15.857924,9.2495785,13.201027,35.13847,1885.658255
ahmadnagar,34.47768,10.273335,2.9809158,54.116516,178.28899,21.987316,427473.6574,5.4058876,69.195099,95.963005,96.990356,1.8038543,593.1125557,29.65576,8.0292158,12.585298,159.77274,23.479017,37115.31089,6.1750383,0.64411408,79.4468,12.81231,47.204979,1.0079405,2571.948769,48.758026,0.79591382,8.4497499,30.559357,22.733166,5.790463,110266.01,3165.0613,2.2441187,18.516251,maharashtra,51.732426,30.833387,1.8261687,8.6400986,88.874695,3.3438842,409558.0277,22.383564,77.616432,5.7037516,76.23156,18.844526,4.9239135,44.230579,21.792776,55.465195,16.728312,48.692009,49.831966,2684.663984,34.47768,10.273335,2.9809158,90.817871,21.987316,427473.66,5.4058876,69.195099,69.195099,100.0,95.963005,96.990356,79.40316,9.6411209,22.615185,15.656382,7.2491117,13.326679,17.516188,37.273064,50.411987,36.156799,24.886784,2.5722861,1.3868496,19.04427,16.476463,7.0486741,19.616875,30.938398,593.1125557
bid,30.746271,9.8168783,7.620717,49.843197,166.76617,26.743668,159927.4771,5.6693716,62.253632,96.012398,97.180122,1.6134921,311.9212328,29.593283,6.3343973,26.729864,134.76871,25.754278,6026.226994,6.2198653,0.71356511,81.003403,14.534454,24.031958,0.78025526,1294.261119,71.980438,0.83323687,7.0106964,29.817194,26.248974,5.9446182,35913.91,1606.1824,3.482481,31.997467,maharashtra,55.751492,30.455021,1.5772438,7.4373741,78.75853,2.9882317,155452.8969,23.316385,76.683617,5.7163324,79.482773,14.908226,5.6089988,40.260906,19.599548,55.241241,17.450317,49.285286,49.695141,1187.760815,30.746271,9.8168783,7.620717,89.476997,26.743668,159927.48,5.6693716,62.253632,62.253632,98.126602,96.012398,97.180122,74.149994,10.317595,10.526822,11.286248,3.086015,7.8554177,6.5247459,21.790482,30.365553,50.192547,36.520065,0.58953667,0.57627016,11.471276,4.6938643,2.6694763,17.008909,26.490316,311.9212328
latur,32.424866,9.0052996,11.076572,53.954922,160.66025,27.135506,182390.3179,5.2134652,62.260773,94.647148,86.882111,1.6438152,293.1629443,28.898937,7.2947884,18.298534,149.60487,24.656885,-1416.583518,6.7512116,0.71809995,74.824104,16.687206,27.858749,0.73734295,1158.938749,66.788399,0.90647221,7.6401215,29.610783,25.896194,5.9823384,35691.957,1452.1017,1.7105112,11.055374,maharashtra,53.85202,31.180103,1.689181,7.8735571,85.03376,3.2430308,311967.5373,29.961861,70.038139,5.4257255,77.535553,18.044205,4.4202456,40.795128,23.934572,63.033779,18.117558,41.78014,49.798744,1200.365569,32.424866,9.0052996,11.076572,92.347107,27.135506,182390.31,5.2134652,62.260773,62.260773,98.103104,94.647148,86.882111,74.430679,11.551197,10.945859,10.682553,6.2347946,5.179297,10.662489,19.861244,26.341904,38.779926,20.893297,0.57366902,1.4030173,10.696184,5.1461244,5.1461244,14.627541,14.3171,293.1629443
osmanabad,33.850952,9.5750952,6.4373417,59.071152,172.06802,16.512642,133655.599,5.0813456,72.820732,96.7854,91.134277,1.756691,171.7282338,30.066294,7.6044302,17.651747,152.2549,15.185411,-2539.087632,5.8082275,0.54521167,77.396271,14.368195,29.512623,0.80383235,730.2031821,67.272781,0.95285863,7.9796457,30.786894,15.849027,5.4447865,23392.455,901.9314,1.970665,19.813126,maharashtra,52.762798,31.498653,1.7254531,8.0866308,86.482323,3.1049762,228740.0245,17.640131,82.359871,5.5179553,81.073112,15.373617,3.5532727,44.022602,9.0466118,57.306133,19.287457,47.365753,62.853283,805.4663132,33.850952,9.5750952,6.4373417,93.715546,16.512642,133655.59,5.0813456,72.820732,72.820732,98.851616,96.7854,91.134277,83.91774,8.9162846,16.000229,13.262622,6.9290342,8.2206402,12.205117,23.598076,38.196487,55.007015,37.116413,0.50384784,0.64840478,18.259344,16.552475,10.352289,15.930668,26.996452,171.7282338
solapur,31.481415,8.9578638,9.7981977,56.935024,160.41049,32.712395,105457.5553,4.8243628,57.031162,94.037964,92.48056,1.6205891,579.810446,29.964314,7.4282403,17.14234,148.44614,36.084946,34607.47631,6.2836075,0.64325076,76.80088,13.511912,41.889332,0.95631337,2521.879976,52.148632,0.66427577,7.7141786,30.247911,34.39867,5.5539851,47851.742,3101.6904,1.5296235,11.964355,maharashtra,53.083317,31.149971,1.5631115,7.2033324,81.093864,3.0963669,223881.6193,35.444134,64.555862,5.5011215,75.756104,16.142242,8.1016521,40.954647,5.1709666,57.905449,17.604971,46.645321,52.296173,2507.643019,31.481415,8.9578638,9.7981977,81.258102,32.712395,105457.55,4.8243628,57.031162,57.031162,100.0,94.037964,92.48056,74.888977,8.2090626,13.860327,12.97179,4.2680283,3.8398228,6.9568167,28.461489,38.193302,41.808464,26.969618,1.5973879,0.0,19.781837,12.429549,4.1073995,22.474262,28.759789,579.810446
satara,32.891705,10.2,3.2703691,56.378448,183.35672,22.293455,298219.5041,5.2742958,66.109985,94.158226,94.64167,1.7618009,426.1233611,31.193806,8.5147305,10.01502,169.50575,21.27482,32707.17417,5.6256275,0.49447227,76.006485,12.504667,52.18914,1.0815308,1759.318001,41.969086,0.68027008,8.8433285,31.524866,21.784138,5.4499617,84477.5,2185.4414,1.6852694,13.850967,maharashtra,29.82592,32.151157,1.9350837,9.141078,90.45327,3.3559034,386712.2765,21.906857,78.09314,5.5581574,76.405396,18.15996,5.4346452,64.332306,12.86834,56.991943,18.014137,48.398483,52.189987,1744.907107,32.891705,10.2,3.2703691,93.683754,22.293455,298219.5,5.2742958,66.109985,66.109985,99.100151,94.158226,94.64167,80.224754,1.9280456,9.4030361,6.3126259,3.2057319,3.0389483,6.7206397,16.263706,26.452219,56.231056,28.412252,0.62082726,0.0,14.737825,18.670385,10.072338,10.429375,29.696392,426.1233611
ratnagiri,33.829437,9.5749998,3.707597,65.373665,167.57581,13.222915,39865.19804,4.4241357,52.904884,95.017082,92.838676,1.6514724,200.3580542,31.58017,7.7674346,9.3563986,164.83789,17.713911,15862.70669,5.2675548,0.4237771,72.338661,11.798029,40.958157,0.90127796,1072.476542,54.058926,0.75019449,8.0519648,31.934229,15.468412,4.8458452,19640.961,1272.8346,1.8075652,2.737915,maharashtra,34.346836,32.846653,1.8524672,8.4704218,92.00248,2.9678025,158808.7806,15.198955,84.801041,5.3196783,69.772133,25.929508,4.2983556,60.670246,16.121607,58.973057,18.793123,44.993431,49.428417,950.3768246,33.829437,9.5749998,3.707597,86.638107,13.222915,39865.199,4.4241357,52.904884,52.904884,96.950455,95.017082,92.838676,72.071564,6.438519,13.93764,7.3371158,5.2888017,3.8622618,7.5379162,23.153028,30.395054,31.773233,21.564037,1.3449796,0.0,11.339758,13.545235,4.4537745,8.70119,16.117706,200.3580542
sindhudurg,35.513912,9.0425653,10.287479,62.432415,171.98526,11.128633,241701.8525,4.6205392,50.607456,95.888138,93.973312,1.7747309,101.4743684,32.383965,8.9031677,5.3564072,187.27901,14.056926,26131.50803,5.5771656,0.37229371,69.479195,10.70357,49.801338,1.0498643,446.8984533,46.0868,0.72486663,8.9289627,32.96315,12.592779,5.0988522,66022.008,548.3728,0.13939762,-15.293747,maharashtra,23.099846,33.47961,1.9667146,9.3038702,94.444527,3.1491299,267041.604,15.015517,84.984482,5.0934229,69.711151,25.295622,4.9932213,72.788292,18.381453,61.468403,19.909929,42.457348,66.1315,425.9994078,35.513912,9.0425653,10.287479,89.932716,11.128633,241701.86,4.6205392,50.607456,50.607456,98.363495,95.888138,93.973312,70.632729,17.002325,22.361847,15.622311,11.91571,5.5236349,15.664777,29.741663,50.803852,36.875324,24.754255,1.5603261,0.0,3.8874359,19.258532,14.377292,5.4933901,12.318501,101.4743684
kolhapur,33.659176,9.6518669,6.4936466,58.676231,166.68948,36.494072,329206.0732,4.8246231,65.190559,91.171371,93.838974,1.6662372,554.4322007,31.411509,8.5538015,11.598572,171.36433,32.09153,40366.16378,5.5278478,0.45781058,75.655884,9.0293713,46.91954,1.1478112,2329.250157,44.251831,0.51842606,8.7649212,31.843657,34.292801,5.1762352,95900.07,2883.6824,1.0980654,-4.6748505,maharashtra,46.052826,31.95223,1.9988947,9.5834303,92.657959,3.5580704,533579.2411,33.438007,66.561989,5.3844151,75.476913,18.583021,5.9400663,45.118546,15.98017,54.818554,17.43297,48.426815,48.315125,2390.223546,33.659176,9.6518669,6.4936466,84.978737,36.494072,329206.06,4.8246231,65.190559,65.190559,98.287376,91.171371,93.838974,79.277603,8.1917839,14.459051,17.093151,7.2609,9.5348272,23.640404,28.355446,44.465302,35.605667,16.606401,3.1397753,0.0,6.8580909,16.699886,9.6912451,25.962797,32.438702,554.4322007
sangli,33.200848,10.697489,2.2930098,46.93325,178.85599,26.884991,515792.7239,5.3539801,63.384811,89.294426,90.851807,1.7801529,375.2564964,31.353228,8.7410889,11.003545,168.97711,29.48735,47488.67166,5.7585416,0.47019666,73.743805,10.173961,44.454052,1.0671619,1793.705954,44.840374,0.712991,9.0795698,31.672888,28.186171,5.5562611,128510.88,2168.9624,1.9563999,9.8788757,maharashtra,21.668823,31.689686,2.0178921,9.6905136,92.799118,3.6635427,614593.0046,33.269054,66.730949,5.5940967,76.430695,17.038681,6.5306211,67.625603,29.55448,58.260338,15.625475,45.161552,51.474571,1646.096485,33.200848,10.697489,2.2930098,91.5634,26.884991,515792.72,5.3539801,63.384811,63.384811,100.0,89.294426,90.851807,81.151543,4.162992,19.402252,17.285633,7.3403587,7.0957685,11.449458,28.530329,43.537067,40.116726,20.714409,1.4359004,0.0,9.8365574,11.574121,7.4387193,16.385542,17.358974,375.2564964
srikakulam,32.758728,8.4676228,19.834631,43.113987,153.93542,20.354115,270735.3919,4.409215,57.706314,96.681229,93.073593,1.6668267,278.1042731,31.503122,6.0713439,35.448124,113.85008,17.972185,6836.309681,4.8057852,0.42327076,75.883484,13.319241,33.098782,0.84972072,1632.18017,63.582447,0.81710601,6.4202003,31.685917,19.163151,4.6075001,45255.438,1910.2844,2.3962789,40.085342,andhra pradesh,36.789726,31.994066,1.4396259,7.007844,70.639023,3.0721464,219102.6418,17.856567,82.143433,4.3950386,71.972,18.718468,9.3095322,59.891502,14.601495,55.225235,17.764656,47.19981,44.879696,1385.325462,32.758728,8.4676228,19.834631,77.111206,20.354115,270735.41,4.409215,57.706314,57.706314,96.61499,96.681229,93.073593,72.784492,16.313063,65.620857,39.361393,35.241688,14.297327,46.778347,66.361465,79.757072,70.652824,35.235355,2.3456564,0.74108422,18.327038,41.035603,27.414555,53.733368,22.195745,278.1042731
